home_1,home_2,link_count,num_possible,avg_link,type,home_1_number,home_2_number
dqcp4j1c,dqcp4jrz,1,3,0.3333333333333333,0,1,2
dqcnf4mq,dqcnf73e,1,2,0.5,0,1,1
dqcncueg,dqcp1rx0,1,2,0.5,0,1,1
dqcnfgqb,dqcng746,1,2,0.5,0,1,1
dqcp3bq1,dqcp4jy6,1,2,0.5,0,1,1
dqcnf6cg,dqcnf73e,1,2,0.5,0,1,1
dqcnct6k,dqcp40qh,1,2,0.5,0,1,1
dqcnc2sv,dqcnc2sy,1,2,0.5,0,1,1
dqcncwjy,dqcnfkkm,1,2,0.5,0,1,1
dqcnctxh,dqcng1m5,1,2,0.5,0,1,1
dqcn7pg9,dqcncvhv,1,2,0.5,0,1,1
dqcnczwn,dqcp4kg7,1,2,0.5,0,1,1
dqcnctzd,dqcnf79h,1,2,0.5,0,1,1
dqcnctzd,dqcnfmdf,1,2,0.5,0,1,1
dqcp1wft,dqcp4q65,1,3,0.3333333333333333,0,1,2
dqcp1gtx,dqcp473c,1,3,0.3333333333333333,0,2,1
dqcncssg,dqcp1xyv,1,2,0.5,0,1,1
dqcndzfv,dqcnfc8x,1,2,0.5,0,1,1
dqcnbbzc,dqcnc8h1,1,2,0.5,0,1,1
dqcp1z6j,dqcp1zzd,1,3,0.3333333333333333,0,1,2
dqcndx42,dqcp1f3q,1,3,0.3333333333333333,0,1,2
dqcp1yek,dqcp4hyd,1,3,0.3333333333333333,0,2,1
dqcndtz5,dqcne4gy,1,2,0.5,1,1,1
dqcp1wg8,dqcp609q,1,3,0.3333333333333333,0,2,1
dqcn9w6w,dqcnbchm,1,2,0.5,0,1,1
dqcn9rge,dqcncf22,1,4,0.25,0,1,3
dqcn9xf0,dqcnf73e,1,3,0.3333333333333333,0,2,1
dqcn7m93,dqcp1f3q,2,3,0.6666666666666666,0,1,2
dqcnc0y3,dqcnc60q,2,3,0.6666666666666666,0,1,2
dqcnc69h,dqcncvh1,1,2,0.5,0,1,1
dqcnc78q,dqcncx46,1,3,0.3333333333333333,0,1,2
dqcp1zyx,dqcp4htm,1,2,0.5,0,1,1
dqcnc0y3,dqcnceeu,1,2,0.5,0,1,1
dqcncgn8,dqcncu74,1,3,0.3333333333333333,0,2,1
dqcp1wbz,dqcp38e8,1,2,0.5,0,1,1
dqcnct4r,dqcnfpuy,1,2,0.5,0,1,1
dqcp1rx1,dqcp1wg7,1,2,0.5,0,1,1
dqcncrp5,dqcne3nq,1,2,0.5,0,1,1
dqcncvv9,dqcp4q3e,1,2,0.5,0,1,1
dqcnu4cm,dqcp40cq,1,3,0.3333333333333333,0,1,2
dqcnfqsr,dqcp1cqm,1,2,0.5,0,1,1
dqcp1yty,dqcp4hth,1,2,0.5,0,1,1
dqcnfpuz,dqcp1bqv,1,2,0.5,0,1,1
dqcng4dt,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcnc6tb,dqcncx3t,1,3,0.3333333333333333,0,2,1
dqcnc2em,dqcnc6ex,1,2,0.5,0,1,1
dqcp1u7j,dqcp4h0z,1,2,0.5,0,1,1
dqcnf77r,dqcnft40,1,2,0.5,0,1,1
dqcnc78q,dqcnf8m7,1,2,0.5,0,1,1
dqcndtxt,dqcp38qj,1,2,0.5,0,1,1
dqcnur4h,dqcp478e,1,2,0.5,0,1,1
dqcp414u,dqcp434m,1,2,0.5,0,1,1
dqcnfb0s,dqcp1x5h,1,2,0.5,0,1,1
dqcp1rx1,dqcp1ym5,1,2,0.5,0,1,1
dqcp4kb6,dqcp4kkr,1,2,0.5,0,1,1
dqcnf79h,dqcnfw79,1,2,0.5,0,1,1
dqcnc78q,dqcncxsz,1,3,0.3333333333333333,0,1,2
dqcncx3t,dqcncxbg,1,2,0.5,0,1,1
dqcnc0u1,dqcnc1j2,1,2,0.5,0,1,1
dqcnc90y,dqcncs9y,1,3,0.3333333333333333,0,2,1
dqcp1erh,dqcp1wg7,1,2,0.5,0,1,1
dqcnc0gj,dqcncd0f,1,2,0.5,0,1,1
dqcp1wg7,dqcp4j6g,1,2,0.5,0,1,1
dqcnf4v1,dqcnf559,1,2,0.5,0,1,1
dqcp1vgf,dqcp4hjy,1,2,0.5,0,1,1
dqcnfpjj,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcn9xym,dqcncdq7,1,3,0.3333333333333333,0,1,2
dqcnc8eg,dqcncc3q,1,2,0.5,0,1,1
dqcp32j7,dqcp4m4s,1,2,0.5,0,1,1
dqcp1ydc,dqcp1zc5,1,2,0.5,0,1,1
dqcnf1h2,dqcp4308,1,2,0.5,0,1,1
dqcnfwk3,dqcp43hm,1,2,0.5,0,1,1
dqcp5j8u,dqcp5j8v,1,2,0.5,0,1,1
dqcp1bqv,dqcp1byt,1,2,0.5,0,1,1
dqcnc6vt,dqcnf523,1,2,0.5,0,1,1
dqcncs9y,dqcp1cn6,1,2,0.5,0,1,1
dqcp4j6s,dqcp4kgd,1,3,0.3333333333333333,0,1,2
dqcp47ch,dqcp4qe3,1,4,0.25,0,3,1
dqcncwc5,dqcnf591,1,4,0.25,0,3,1
dqcn9ks8,dqcp5j8v,1,2,0.5,0,1,1
dqcng0dh,dqcng0x3,1,3,0.3333333333333333,0,2,1
dqcnctzd,dqcncucd,1,2,0.5,0,1,1
dqcngggb,dqcp4jqh,1,2,0.5,0,1,1
dqcnckm5,dqcncv9s,1,2,0.5,0,1,1
dqcp1u1b,dqcp4q3e,1,2,0.5,0,1,1
dqcnbfj5,dqcndwsd,1,2,0.5,0,1,1
dqcnfmdf,dqcnfq1p,1,2,0.5,0,1,1
dqcncgqt,dqcndk23,2,3,0.6666666666666666,0,1,2
dqcnc8ft,dqcp40qh,1,2,0.5,0,1,1
dqcp1c1u,dqcp41gr,1,3,0.3333333333333333,0,1,2
dqcp1vqh,dqcp1z6j,1,2,0.5,0,1,1
dqcnfpuy,dqcp4kgd,1,3,0.3333333333333333,0,1,2
dqcnc1m6,dqcnfq1p,1,2,0.5,0,1,1
dqcncb21,dqcne1n4,1,2,0.5,0,1,1
dqcp4kkr,dqcp4q3e,1,2,0.5,0,1,1
dqcn9rge,dqcp4308,1,2,0.5,0,1,1
dqcnctbb,dqcp19wu,1,4,0.25,0,3,1
dqcncx3t,dqcncx8t,1,2,0.5,0,1,1
dqcncmv4,dqcncs9y,1,3,0.3333333333333333,0,2,1
dqcnc8bt,dqcnc8hf,1,2,0.5,0,1,1
dqcneksd,dqcng154,1,2,0.5,0,1,1
dqcnc5r3,dqcnc60q,2,3,0.6666666666666666,0,1,2
dqcnctzd,dqcnf54m,1,2,0.5,0,1,1
dqcnem9f,dqcp4m8p,1,2,0.5,0,1,1
dqcnfs2c,dqcnfs2t,1,2,0.5,0,1,1
dqcn7m93,dqcp4308,1,2,0.5,0,1,1
dqcncv9s,dqcncxk2,1,2,0.5,0,1,1
dqcncf58,dqcne3nq,1,2,0.5,0,1,1
dqcncs26,dqcnff28,1,4,0.25,0,2,2
dqcnc6ht,dqcnctex,1,2,0.5,0,1,1
dqcp4hru,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcng0dh,dqcng4dt,1,3,0.3333333333333333,0,2,1
dqcnfpuy,dqcp1gtj,1,2,0.5,0,1,1
dqcp1gtj,dqcp4hvf,1,2,0.5,0,1,1
dqcne0v2,dqcngh57,2,3,0.6666666666666666,0,2,1
dqcnc6ex,dqcnc90y,1,3,0.3333333333333333,0,1,2
dqcp1wk6,dqcp4hjy,1,2,0.5,0,1,1
dqcncgje,dqcncgqt,1,2,0.5,0,1,1
dqcn7m93,dqcngf7g,1,2,0.5,0,1,1
dqcncv53,dqcncvy0,1,2,0.5,0,1,1
dqcn71f0,dqcngfnt,1,2,0.5,0,1,1
dqcncqmm,dqcnct3x,1,2,0.5,0,1,1
dqcncxbg,dqcnfmdf,1,2,0.5,0,1,1
dqcndtxt,dqcp32pb,1,2,0.5,0,1,1
dqcp4hyx,dqcp4q3e,1,2,0.5,0,1,1
dqcncgpy,dqcndv2p,1,2,0.5,0,1,1
dqcp1cqm,dqcp1gtx,1,3,0.3333333333333333,0,1,2
dqcp1z6j,dqcp4m4s,1,2,0.5,0,1,1
dqcncb2b,dqcncv53,1,2,0.5,0,1,1
dqcnf69x,dqcng2bt,1,3,0.3333333333333333,0,2,1
dqcp1vqh,dqcp1yty,1,2,0.5,0,1,1
dqcp1vtu,dqcp1yv9,1,2,0.5,0,1,1
dqcncueg,dqcp1vtu,1,2,0.5,0,1,1
dqcncv9e,dqcnf5vu,1,2,0.5,0,1,1
dqcncv9e,dqcncv9s,1,2,0.5,0,1,1
dqcncefg,dqcnctb3,1,2,0.5,0,1,1
dqcnc5hq,dqcncsm5,1,3,0.3333333333333333,0,1,2
dqcncgsj,dqcncwev,1,2,0.5,0,1,1
dqcp407q,dqcp4j6s,1,2,0.5,0,1,1
dqcnc8f8,dqcnc8ft,1,2,0.5,0,1,1
dqcnfmnj,dqcnfnyk,1,2,0.5,0,1,1
dqcncc0x,dqcng1pe,1,3,0.3333333333333333,0,1,2
dqcp1ydc,dqcp609q,1,2,0.5,0,1,1
dqcncvkb,dqcp1w2z,1,3,0.3333333333333333,0,1,2
dqcng0es,dqcng470,1,2,0.5,0,1,1
dqcn8zh5,dqcnbfrf,1,2,0.5,0,1,1
dqcp1wft,dqcp1ydc,1,2,0.5,0,1,1
dqcncf22,dqcncg1n,1,4,0.25,0,3,1
dqcp1z73,dqcp4n30,1,2,0.5,0,1,1
dqcnczwn,dqcngdqe,1,2,0.5,0,1,1
dqcnc78q,dqcncf22,1,4,0.25,0,1,3
dqcnc2w6,dqcnc6tb,2,4,0.5,0,2,2
dqcng0es,dqcng4te,1,2,0.5,0,1,1
dqcngm6r,dqcngqwm,1,3,0.3333333333333333,0,2,1
dqcncv53,dqcncvkb,1,2,0.5,0,1,1
dqcncxbm,dqcnczh2,1,2,0.5,0,1,1
dqcnczy0,dqcnfq16,1,2,0.5,0,1,1
dqcng4sg,dqcng78d,1,2,0.5,0,1,1
dqcp4m5p,dqcp4qwr,1,2,0.5,0,1,1
dqcp1ydc,dqcp4hyx,1,2,0.5,0,1,1
dqcnct6k,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcp1gtj,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcnc77d,dqcncx8t,1,2,0.5,0,1,1
dqcn9rcp,dqcnc5hk,1,3,0.3333333333333333,0,1,2
dqcnfkkm,dqcnft89,1,2,0.5,0,1,1
dqcp4nhc,dqcp4qe4,1,2,0.5,0,1,1
dqcp1gc5,dqcp1sdg,1,2,0.5,0,1,1
dqcp4kb6,dqcp4njf,1,2,0.5,0,1,1
dqcng0tp,dqcngmd5,1,2,0.5,0,1,1
dqcnbbdq,dqcnc1m7,1,2,0.5,0,1,1
dqcnc77d,dqcncq72,1,2,0.5,0,1,1
dqcp1vqh,dqcp41tf,1,3,0.3333333333333333,0,1,2
dqcng28v,dqcng2bt,1,2,0.5,0,1,1
dqcncv9s,dqcnf47s,1,2,0.5,0,1,1
dqcnbchw,dqcnc5ht,1,3,0.3333333333333333,0,2,1
dqcngqje,dqcnu4cm,1,2,0.5,0,1,1
dqcp1wwp,dqcp1zbb,1,3,0.3333333333333333,0,1,2
dqcp1vqh,dqcp1yek,1,3,0.3333333333333333,0,1,2
dqcnf19v,dqcnf1qx,1,2,0.5,0,1,1
dqcng28v,dqcng4ss,1,2,0.5,0,1,1
dqcnfkys,dqcnfmyp,1,2,0.5,0,1,1
dqcncsjr,dqcnct6t,1,2,0.5,0,1,1
dqcnbbe7,dqcnbbee,1,2,0.5,0,1,1
dqcnbbup,dqcnbc4x,1,3,0.3333333333333333,0,2,1
dqcn8zh5,dqcndv8j,1,2,0.5,0,1,1
dqcncskf,dqcne2cx,1,2,0.5,0,1,1
dqcn9pzt,dqcne29h,1,2,0.5,0,1,1
dqcnfpuz,dqcp4kgd,1,3,0.3333333333333333,0,1,2
dqcn9rge,dqcnc9vh,1,3,0.3333333333333333,0,1,2
dqcnc2x9,dqcnc8h1,1,2,0.5,0,1,1
dqcnctq4,dqcnctqh,2,4,0.5,0,1,3
dqcp1bqv,dqcp428v,1,3,0.3333333333333333,0,1,2
dqcnf6cg,dqcnf6ew,1,2,0.5,0,1,1
dqcp4q3e,dqcp609q,1,2,0.5,0,1,1
dqcnft8d,dqcnftkb,1,2,0.5,0,1,1
dqcncxy1,dqcp41er,1,2,0.5,0,1,1
dqcnf523,dqcnfbsb,1,2,0.5,0,1,1
dqcnfgqb,dqcng74n,1,2,0.5,0,1,1
dqcnf1dm,dqcnf1dw,1,2,0.5,1,1,1
dqcnfs2c,dqcnft8c,1,2,0.5,0,1,1
dqcp1xyy,dqcp4j1c,1,2,0.5,0,1,1
dqcp1zvd,dqcp4njf,1,2,0.5,0,1,1
dqcp1yek,dqcp4h0y,1,3,0.3333333333333333,0,2,1
dqcnffyj,dqcng0tx,1,2,0.5,0,1,1
dqcp4mk9,dqcp4qe3,1,2,0.5,0,1,1
dqcnc6tb,dqcnf1qz,1,3,0.3333333333333333,0,2,1
dqcnc77d,dqcnc90y,1,3,0.3333333333333333,0,1,2
dqcnfb0t,dqcnfpjj,1,2,0.5,0,1,1
dqcp1x5h,dqcp1yek,1,3,0.3333333333333333,0,1,2
dqcp1vgf,dqcp1z8f,1,2,0.5,0,1,1
dqcncuc6,dqcp42bz,1,2,0.5,0,1,1
dqcng0t5,dqcng0tp,1,2,0.5,0,1,1
dqcp1gtx,dqcp1ym5,1,3,0.3333333333333333,0,2,1
dqcncsm5,dqcncv9e,1,3,0.3333333333333333,0,2,1
dqcncw8h,dqcnfkng,1,2,0.5,0,1,1
dqcp1wk6,dqcp32jq,1,2,0.5,0,1,1
dqcp4k3y,dqcp4qe3,1,2,0.5,0,1,1
dqcnc5r3,dqcncvkb,1,2,0.5,0,1,1
dqcp1z6j,dqcp4ndf,1,2,0.5,0,1,1
dqcngdqe,dqcp1fce,1,2,0.5,0,1,1
dqcnc2xu,dqcnc6mr,1,3,0.3333333333333333,0,1,2
dqcnc61t,dqcncdq7,1,3,0.3333333333333333,0,1,2
dqcnf6h2,dqcng8js,1,3,0.3333333333333333,0,2,1
dqcncf22,dqcncv53,1,4,0.25,0,3,1
dqcndtrj,dqcp4kgd,1,3,0.3333333333333333,0,1,2
dqcng06w,dqcng28v,1,4,0.25,0,3,1
dqcnc2x9,dqcncf6c,1,2,0.5,0,1,1
dqcncgpy,dqcngn5b,1,3,0.3333333333333333,0,1,2
dqcnct3e,dqcncvy0,1,2,0.5,0,1,1
dqcne4gx,dqcng1mm,2,3,0.6666666666666666,0,2,1
dqcneksd,dqcng6jx,1,2,0.5,0,1,1
dqcp1zyu,dqcp38jd,1,2,0.5,0,1,1
dqcnc48z,dqcncs9y,1,2,0.5,0,1,1
dqcnc78q,dqcncd9q,1,2,0.5,0,1,1
dqcn9rge,dqcncf0r,1,2,0.5,0,1,1
dqcng0u7,dqcng470,1,2,0.5,0,1,1
dqcp1gtx,dqcp1zd0,2,3,0.6666666666666666,0,2,1
dqcp4j6s,dqcp4nfx,1,2,0.5,0,1,1
dqcnc9vh,dqcnc9vy,1,3,0.3333333333333333,0,2,1
dqcnbbpm,dqcnc0u1,1,2,0.5,0,1,1
dqcnfqeh,dqcnftkb,1,2,0.5,0,1,1
dqcncw8h,dqcnfedg,1,2,0.5,0,1,1
dqcp1z8f,dqcp4nfx,1,2,0.5,0,1,1
dqcndyu4,dqcnf1dw,1,2,0.5,0,1,1
dqcnfkw0,dqcp4q3e,1,2,0.5,0,1,1
dqcnc0tr,dqcnc149,1,2,0.5,0,1,1
dqcnfkkm,dqcnft5p,1,2,0.5,0,1,1
dqcn8zhn,dqcncfu4,1,2,0.5,0,1,1
dqcp1gtj,dqcp47k3,1,2,0.5,0,1,1
dqcp40qh,dqcp4935,1,2,0.5,0,1,1
dqcp4hyd,dqcp4jjg,1,2,0.5,0,1,1
dqcnc2w6,dqcncc3q,1,3,0.3333333333333333,0,2,1
dqcnctq4,dqcnf457,1,3,0.3333333333333333,0,1,2
dqcp38e8,dqcp4j6g,1,2,0.5,0,1,1
dqcndte4,dqcndyu4,1,2,0.5,0,1,1
dqcncw84,dqcncxy0,1,2,0.5,0,1,1
dqcncf69,dqcngdu9,1,4,0.25,0,2,2
dqcj6nub,dqcnce4u,1,2,0.5,0,1,1
dqcncd9q,dqcncxy0,1,2,0.5,0,1,1
dqcng44h,dqcng4kn,1,3,0.3333333333333333,0,2,1
dqcncvkb,dqcnfss0,1,4,0.25,0,1,3
dqcncgsj,dqcnctvk,1,2,0.5,0,1,1
dqcnc2x9,dqcncc0t,1,2,0.5,0,1,1
dqcnc3w0,dqcnc6ex,1,2,0.5,0,1,1
dqcncefu,dqcnckwe,1,2,0.5,0,1,1
dqcncfq5,dqcncv53,1,2,0.5,0,1,1
dqcnc6vt,dqcncmz6,1,3,0.3333333333333333,0,1,2
dqcnc6nb,dqcncsvg,1,2,0.5,0,1,1
dqcncfqr,dqcnctxh,1,2,0.5,0,1,1
dqcnc16p,dqcp41g5,1,2,0.5,0,1,1
dqcn8zh5,dqcnbchx,1,2,0.5,0,1,1
dqcnc7bd,dqcncg1n,1,2,0.5,0,1,1
dqcp1gtj,dqcp38jd,1,2,0.5,0,1,1
dqcncmz6,dqcncvvc,1,3,0.3333333333333333,0,2,1
dqcnfc62,dqcnfc69,1,2,0.5,1,1,1
dqcp42y0,dqcp42y2,1,2,0.5,0,1,1
dqcn8zhj,dqcn8zk1,1,3,0.3333333333333333,0,2,1
dqcnemb5,dqcp1rzr,1,2,0.5,0,1,1
dqcnfpnu,dqcp422y,1,2,0.5,0,1,1
dqcp1gc5,dqcp434m,1,2,0.5,0,1,1
dqcnc149,dqcnctbb,1,4,0.25,0,1,3
dqcncesv,dqcncfjz,1,2,0.5,0,1,1
dqcng262,dqcng2kn,1,2,0.5,0,1,1
dqcnc77d,dqcncv9e,1,2,0.5,0,1,1
dqcnfmdf,dqcp1gmz,1,3,0.3333333333333333,0,1,2
dqcncuc6,dqcnfpjj,1,2,0.5,0,1,1
dqcnctxx,dqcncxc2,1,2,0.5,0,1,1
dqcne29h,dqcngdqe,1,2,0.5,0,1,1
dqcncgje,dqcndqu3,1,2,0.5,0,1,1
dqcncedr,dqcncqkb,1,2,0.5,0,1,1
dqcncgsj,dqcncx3t,1,2,0.5,0,1,1
dqcnc8ft,dqcnctm3,1,2,0.5,0,1,1
dqcnce4u,dqcncsvg,1,2,0.5,0,1,1
dqcnctzd,dqcncv9e,1,2,0.5,0,1,1
dqcnc6vt,dqcncxsz,1,3,0.3333333333333333,0,1,2
dqcnc2n6,dqcncv53,1,2,0.5,0,1,1
dqcnfpuz,dqcp4q3e,1,2,0.5,0,1,1
dqcnf6hj,dqcnfsdg,1,2,0.5,0,1,1
dqcn7mgx,dqcng4dt,1,2,0.5,1,1,1
dqcnem9f,dqcp4ndn,1,2,0.5,0,1,1
dqcncfjz,dqcncs9y,1,2,0.5,0,1,1
dqcnfk5z,dqcnft8d,1,2,0.5,0,1,1
dqcp1wg8,dqcp1xgz,1,3,0.3333333333333333,0,2,1
dqcp1gtj,dqcp1wg7,1,2,0.5,0,1,1
dqcp1f3q,dqcp1gsz,1,3,0.3333333333333333,0,2,1
dqcnc954,dqcncb21,1,2,0.5,0,1,1
dqcncdmb,dqcnfbsb,1,2,0.5,0,1,1
dqcng0f7,dqcng23k,1,3,0.3333333333333333,0,2,1
dqcnc9yz,dqcne1t9,1,2,0.5,0,1,1
dqcne2ec,dqcp4jjg,1,2,0.5,0,1,1
dqcnf591,dqcngf7g,1,2,0.5,0,1,1
dqcp1zyb,dqcp38rr,1,2,0.5,0,1,1
dqcnc6vt,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcp1ys8,dqcp32jq,1,2,0.5,0,1,1
dqcnc3fk,dqcncb21,1,2,0.5,0,1,1
dqcne2ec,dqcp1yek,1,3,0.3333333333333333,0,1,2
dqcne4gy,dqcp4j4v,1,2,0.5,0,1,1
dqcng154,dqcng28v,1,2,0.5,0,1,1
dqcncsjm,dqcncsjr,1,3,0.3333333333333333,0,2,1
dqcnbchw,dqcnc54d,1,3,0.3333333333333333,0,2,1
dqcnc51v,dqcnc5hk,1,3,0.3333333333333333,0,1,2
dqcnc954,dqcncesv,1,2,0.5,0,1,1
dqcner0s,dqcng331,1,2,0.5,0,1,1
dqcp1zvd,dqcp4jqh,1,2,0.5,0,1,1
dqcp1yd8,dqcp4j6g,1,2,0.5,0,1,1
dqcncssg,dqcp1ys8,1,2,0.5,0,1,1
dqcnep3j,dqcnfq8d,1,2,0.5,0,1,1
dqcncucd,dqcnf5vu,1,2,0.5,0,1,1
dqcp428v,dqcp42f1,2,3,0.6666666666666666,0,2,1
dqcnbbpm,dqcnbbzc,1,2,0.5,0,1,1
dqcnft89,dqcnft8c,1,2,0.5,0,1,1
dqcncg1n,dqcncqqv,1,2,0.5,0,1,1
dqcnc8ft,dqcncc0x,1,2,0.5,0,1,1
dqcng4uc,dqcng6wj,1,2,0.5,0,1,1
dqcnc4b3,dqcnc778,1,2,0.5,0,1,1
dqcn9xf0,dqcncf4c,2,3,0.6666666666666666,0,2,1
dqcnduss,dqcnfkys,1,2,0.5,0,1,1
dqcn8zhn,dqcp414u,1,2,0.5,0,1,1
dqcncgje,dqcnf1dq,1,2,0.5,0,1,1
dqcp1wg7,dqcp1x5h,1,2,0.5,0,1,1
dqcnbbfn,dqcnc5hk,1,3,0.3333333333333333,0,1,2
dqcp1zyx,dqcp4m4s,1,2,0.5,0,1,1
dqcnfc4p,dqcng0fu,1,2,0.5,0,1,1
dqcnct3d,dqcncvkb,1,2,0.5,0,1,1
dqcncfqr,dqcndvdf,1,2,0.5,0,1,1
dqcncx6x,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcp1zvd,dqcp63nh,1,2,0.5,0,1,1
dqcnctex,dqcnf5vu,1,2,0.5,0,1,1
dqcnbchw,dqcnbchx,2,3,0.6666666666666666,0,2,1
dqcnc6tb,dqcnc78y,1,3,0.3333333333333333,0,2,1
dqcp1v0b,dqcp1xyv,1,2,0.5,0,1,1
dqcnfbsb,dqcnfpuy,1,2,0.5,0,1,1
dqcnc5rh,dqcnceeu,1,2,0.5,0,1,1
dqcng0qg,dqcng2bt,1,2,0.5,0,1,1
dqcp1gc5,dqcp412g,1,2,0.5,0,1,1
dqcp3b1m,dqcp4htm,1,2,0.5,0,1,1
dqcj6v1f,dqcn8zh5,1,2,0.5,0,1,1
dqcnct39,dqcnfpuy,1,2,0.5,0,1,1
dqcnbfj5,dqcnct3x,1,2,0.5,0,1,1
dqcp4j6g,dqcp4m8p,1,2,0.5,0,1,1
dqcnc4b3,dqcncsm5,1,3,0.3333333333333333,0,1,2
dqcp1f3q,dqcp1w2z,1,4,0.25,0,2,2
dqcng0t5,dqcng43c,1,2,0.5,0,1,1
dqcp1z1c,dqcp1z8f,1,2,0.5,0,1,1
dqcp1wg7,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcnc5f6,dqcnc5f8,1,2,0.5,0,1,1
dqcncteb,dqcnf1dn,1,2,0.5,0,1,1
dqcncv9s,dqcp422y,1,2,0.5,0,1,1
dqcn7m93,dqcnfw7d,1,2,0.5,0,1,1
dqcncsjg,dqcp412q,1,2,0.5,0,1,1
dqcngggb,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcp1zbb,dqcp4ndf,1,3,0.3333333333333333,0,2,1
dqcp1gxe,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcnc6nb,dqcnc86d,1,2,0.5,0,1,1
dqcncb2h,dqcncfne,1,2,0.5,0,1,1
dqcng28v,dqcp1suq,1,2,0.5,0,1,1
dqcnf4v1,dqcnfkjb,1,2,0.5,0,1,1
dqcng43c,dqcngjwh,1,3,0.3333333333333333,0,1,2
dqcnctbb,dqcnctxj,1,4,0.25,0,3,1
dqcnf591,dqcnfpjj,1,2,0.5,0,1,1
dqcncd9q,dqcncgn8,1,3,0.3333333333333333,0,1,2
dqcn9xym,dqcngdu9,1,3,0.3333333333333333,0,1,2
dqcp1rx1,dqcp1yv9,1,2,0.5,0,1,1
dqcnc69h,dqcncvhv,1,2,0.5,0,1,1
dqcnc2xu,dqcncf0r,1,2,0.5,0,1,1
dqcp1zd0,dqcp4nfx,1,2,0.5,0,1,1
dqcp1gtj,dqcp4m5p,1,2,0.5,0,1,1
dqcnc2xu,dqcncf22,1,4,0.25,0,1,3
dqcp19wu,dqcp1cqm,1,2,0.5,0,1,1
dqcnctm3,dqcnf54m,1,2,0.5,0,1,1
dqcp1vtu,dqcp38p3,2,3,0.6666666666666666,0,1,2
dqcncvkb,dqcp434m,1,2,0.5,0,1,1
dqcncb27,dqcncsm5,1,3,0.3333333333333333,0,1,2
dqcp1byt,dqcp1gmx,1,3,0.3333333333333333,0,1,2
dqcp3b1m,dqcp4nfx,1,2,0.5,0,1,1
dqcnfk5z,dqcnfss1,1,2,0.5,0,1,1
dqcng6wj,dqcngfs4,1,2,0.5,0,1,1
dqcncx8t,dqcncx9f,1,3,0.3333333333333333,0,1,2
dqcne28u,dqcne29h,1,2,0.5,0,1,1
dqcnbc4x,dqcnc29k,1,3,0.3333333333333333,0,1,2
dqcp38p3,dqcp4njf,2,3,0.6666666666666666,0,2,1
dqcp1sdg,dqcp1wft,1,2,0.5,0,1,1
dqcnc3fk,dqcnc5r3,1,2,0.5,0,1,1
dqcncwu0,dqcncxy0,1,2,0.5,0,1,1
dqcp1gtx,dqcp3853,1,3,0.3333333333333333,0,2,1
dqcp1wbv,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcnbbzc,dqcnc2em,1,2,0.5,0,1,1
dqcncmz6,dqcp42bz,1,3,0.3333333333333333,0,2,1
dqcncssg,dqcp45kp,1,2,0.5,0,1,1
dqcnbbzc,dqcnc1m7,1,2,0.5,0,1,1
dqcp4p1r,dqcp4qdb,1,2,0.5,0,1,1
dqcnbbds,dqcnbbee,1,2,0.5,0,1,1
dqcncq72,dqcncwfq,1,2,0.5,0,1,1
dqcncteb,dqcncx46,1,3,0.3333333333333333,0,1,2
dqcncvvc,dqcnfss0,1,4,0.25,0,1,3
dqcndx42,dqcp1byt,1,2,0.5,0,1,1
dqcndqu3,dqcnfffs,1,2,0.5,0,1,1
dqcnct4r,dqcp492c,1,2,0.5,0,1,1
dqcnfk5z,dqcnft8c,1,2,0.5,0,1,1
dqcnctbb,dqcncxc2,2,4,0.5,0,3,1
dqcn7pg9,dqcnctzd,1,2,0.5,0,1,1
dqcnduss,dqcnf1qz,1,2,0.5,0,1,1
dqcp1gsz,dqcp1gxv,1,2,0.5,0,1,1
dqcp1qrt,dqcp1sf1,1,2,0.5,0,1,1
dqcnffyj,dqcnfgqb,1,2,0.5,0,1,1
dqcp1zbb,dqcp1zzd,1,4,0.25,0,2,2
dqcncc48,dqcncuc6,1,2,0.5,0,1,1
dqcnc2w6,dqcnce4u,2,3,0.6666666666666666,0,2,1
dqcp1s7g,dqcp38p3,1,3,0.3333333333333333,0,1,2
dqcp3b1m,dqcp4hvf,1,2,0.5,0,1,1
dqcncgsj,dqcnf523,1,2,0.5,0,1,1
dqcncrp5,dqcncx9f,1,3,0.3333333333333333,0,1,2
dqcp32pc,dqcp38qj,1,2,0.5,0,1,1
dqcnctbb,dqcp176g,1,4,0.25,0,3,1
dqcp1gtj,dqcp478e,1,2,0.5,0,1,1
dqcnc9vy,dqcncgsj,1,2,0.5,0,1,1
dqcndtrj,dqcp4k9b,1,2,0.5,0,1,1
dqcncv53,dqcncwjy,1,2,0.5,0,1,1
dqcp1gbd,dqcp4hjy,1,2,0.5,0,1,1
dqcnfq6s,dqcnfq8d,1,3,0.3333333333333333,0,2,1
